Artist,Album,Track,Plays,Percentage
New Politics,Vikings,Aristocrat,2029008,3.15
New Politics,Vikings,Strings Attached,444700,0.69
Olivia Rodrigo,GUTS,all-american bitch,46697314,5.09
Olivia Rodrigo,GUTS,bad idea right?,146153083,15.93
Olivia Rodrigo,GUTS,vampire,402107942,43.82
Olivia Rodrigo,GUTS,lacy,34754805,3.79
Olivia Rodrigo,GUTS,ballad of a homeschooled girl,34281499,3.74
Olivia Rodrigo,GUTS,making the bed,35725966,3.89
Olivia Rodrigo,GUTS,logical,33805048,3.68
Olivia Rodrigo,GUTS,get him back!,57899911,6.31
Olivia Rodrigo,GUTS,love is embarrassing,33421833,3.64
Olivia Rodrigo,GUTS,the grudge,39607174,4.32
Olivia Rodrigo,GUTS,pretty isn't pretty,28383005,3.09
Olivia Rodrigo,GUTS,teenage dream,24788219,2.7
Olivia Rodrigo,SOUR,brutal,534864918,5.09
Olivia Rodrigo,SOUR,traitor,1293500580,12.31
Olivia Rodrigo,SOUR,drivers license,1922172547,18.29
Olivia Rodrigo,SOUR,"1 step forward, 3 steps back",383031403,3.64
Olivia Rodrigo,SOUR,deja vu,1326323523,12.62
Olivia Rodrigo,SOUR,good 4 u,1944966395,18.51
Olivia Rodrigo,SOUR,enough for you,383704252,3.65
Olivia Rodrigo,SOUR,happier,905249541,8.61
Olivia Rodrigo,SOUR,"jealousy, jealousy",704906404,6.71
Olivia Rodrigo,SOUR,favorite crime,831758052,7.92
Olivia Rodrigo,SOUR,hope ur ok,278012456,2.65
Perfume Genius,Set My Heart On Fire Immediately,Whole Life,2600588,5.5
Perfume Genius,Set My Heart On Fire Immediately,Describe,4734497,10.01
Perfume Genius,Set My Heart On Fire Immediately,Without You,5958083,12.59
Perfume Genius,Set My Heart On Fire Immediately,Jason,7856953,16.6
Perfume Genius,Set My Heart On Fire Immediately,Leave,1594114,3.37
Perfume Genius,Set My Heart On Fire Immediately,On the Floor,15968959,33.75
Perfume Genius,Set My Heart On Fire Immediately,Your Body Changes Everything,1869918,3.95
Perfume Genius,Set My Heart On Fire Immediately,Moonbend,1253780,2.65
Perfume Genius,Set My Heart On Fire Immediately,Just a Touch,1052143,2.22
Perfume Genius,Set My Heart On Fire Immediately,Nothing at All,1453818,3.07
Perfume Genius,Set My Heart On Fire Immediately,One More Try,988545,2.09
Perfume Genius,Set My Heart On Fire Immediately,Some Dream,1154248,2.44
Perfume Genius,Set My Heart On Fire Immediately,Borrowed Light,833399,1.76
Peter McPoland,Piggy,Mold,141382,0.49
Peter McPoland,Piggy,Blue,817597,2.86
Peter McPoland,Piggy,Make It Stop,101879,0.36
Peter McPoland,Piggy,I Need You,103991,0.36
Peter McPoland,Piggy,Digital Silence,25819159,90.18
Peter McPoland,Piggy,Dog,238298,0.83
Peter McPoland,Piggy,Were You There?,61429,0.21
Peter McPoland,Piggy,Ceiling Fan/Piggy,411383,1.44
Peter McPoland,Piggy,Find Me Out,73259,0.26
Peter McPoland,Piggy,Turn Off The Noise,787367,2.75
Peter McPoland,Piggy,I Want You,73395,0.26
Phoebe Bridgers,Punisher,DVD Menu,20099916,2.62
Phoebe Bridgers,Punisher,Garden Song,102875910,13.39
Phoebe Bridgers,Punisher,Kyoto,137149145,17.85
Phoebe Bridgers,Punisher,Punisher,53776771,7.0
Phoebe Bridgers,Punisher,Halloween,31106310,4.05
Phoebe Bridgers,Punisher,Chinese Satellite,37850548,4.93
Phoebe Bridgers,Punisher,Moon Song,87629043,11.4
Phoebe Bridgers,Punisher,Savior Complex,79193154,10.3
Phoebe Bridgers,Punisher,ICU,49348515,6.42
Phoebe Bridgers,Punisher,Graceland Too,64276432,8.36
Phoebe Bridgers,Punisher,I Know The End,105189372,13.69
Phoebe Bridgers,Stranger in the Alps,Smoke Signals,72526964,9.06
Phoebe Bridgers,Stranger in the Alps,Motion Sickness,299853257,37.44
Phoebe Bridgers,Stranger in the Alps,Funeral,93431756,11.67
Phoebe Bridgers,Stranger in the Alps,Demi Moore,28306658,3.53
Phoebe Bridgers,Stranger in the Alps,Scott Street,174343457,21.77
Phoebe Bridgers,Stranger in the Alps,Killer,26882142,3.36
Phoebe Bridgers,Stranger in the Alps,Georgia,42306685,5.28
Phoebe Bridgers,Stranger in the Alps,Chelsea,15294009,1.91
Phoebe Bridgers,Stranger in the Alps,Would You Rather,17023983,2.13
Phoebe Bridgers,Stranger in the Alps,You Missed My Heart,21476693,2.68
Phoebe Bridgers,Stranger in the Alps,Smoke Signals (Reprise),9368924,1.17
Phoneboy,Moving Out,Ferrari,907294,19.01
Phoneboy,Moving Out,Runaway,1328213,27.82
Phoneboy,Moving Out,Moving Out,453756,9.5
Phoneboy,Moving Out,What a Coward,554017,11.61
Phoneboy,Moving Out,Your Apartment,393704,8.25
Phoneboy,Moving Out,Wasting Time,198053,4.15
Phoneboy,Moving Out,Open Up,254465,5.33
Phoneboy,Moving Out,Need a Friend,256737,5.38
Phoneboy,Moving Out,Acoustic Song,148815,3.12
Phoneboy,Moving Out,"Gone, Gone, Gone",278865,5.84
Saint Motel,The Original Motion Picture Soundtrack,Old Soul,3612971,3.53
Saint Motel,The Original Motion Picture Soundtrack,Sisters,4832285,4.72
Saint Motel,The Original Motion Picture Soundtrack,Van Horn,26299603,25.68
Saint Motel,The Original Motion Picture Soundtrack,Diane Mozart,2574635,2.51
Saint Motel,The Original Motion Picture Soundtrack,Save Me,2516551,2.46
Saint Motel,The Original Motion Picture Soundtrack,Make Me Feel Like,1373621,1.34
Saint Motel,The Original Motion Picture Soundtrack,Slow Dance,2183715,2.13
Saint Motel,The Original Motion Picture Soundtrack,Preach,14449735,14.11
Saint Motel,The Original Motion Picture Soundtrack,A Good Song Never Dies,32372392,31.61
Saint Motel,The Original Motion Picture Soundtrack,The Moment,1189025,1.16
Saint Motel,The Original Motion Picture Soundtrack,Snake Charmer,1205986,1.18
Saint Motel,The Original Motion Picture Soundtrack,Bullet,1660115,1.62
Saint Motel,The Original Motion Picture Soundtrack,It's All Happening,7129939,6.96
Saint Motel,The Original Motion Picture Soundtrack,Origami,606432,0.59
Saint Motel,The Original Motion Picture Soundtrack,No Cares,398674,0.39
Saint Motel,Voyeur,Feed Me Now,4035544,5.88
Saint Motel,Voyeur,Benny Goodman,7058517,10.29
Saint Motel,Voyeur,Puzzle Pieces,26408506,38.48
Saint Motel,Voyeur,Daydream / Wetdream / Nightmare,11281759,16.44
Saint Motel,Voyeur,1997,4809955,7.01
Saint Motel,Voyeur,Honest Feedback,2117954,3.09
Saint Motel,Voyeur,At Least I Have Nothing,5035572,7.34
Saint Motel,Voyeur,You Do It Well,2733849,3.98
Saint Motel,Voyeur,Hands up Robert,1465844,2.14
Saint Motel,Voyeur,Stories,1638815,2.39
Saint Motel,Voyeur,Balsa Wood Bones,2041468,2.97
San Cisco,Between You and Me,Skin,10222599,19.96
San Cisco,Between You and Me,On the Line,7521005,14.69
San Cisco,Between You and Me,Reasons,10958908,21.4
San Cisco,Between You and Me,Messages,1246231,2.43
San Cisco,Between You and Me,Shine,522948,1.02
San Cisco,Between You and Me,Alone,1294371,2.53
San Cisco,Between You and Me,When I Dream,16069121,31.38
San Cisco,Between You and Me,Gone,695476,1.36
San Cisco,Between You and Me,Flaws,1726293,3.37
San Cisco,Between You and Me,Tell Me When You Leave Tonight,530629,1.04
San Cisco,Between You and Me,Between You and Me,423248,0.83
San Cisco,Gracetown,RUN,11954963,11.42
San Cisco,Gracetown,Too Much Time Together,39284814,37.52
San Cisco,Gracetown,Magic,4245203,4.05
San Cisco,Gracetown,Snow,2666060,2.55
San Cisco,Gracetown,Wash It All Away,10189271,9.73
San Cisco,Gracetown,Bitter Winter,3602428,3.44
San Cisco,Gracetown,Jealousy,1659287,1.58
San Cisco,Gracetown,Super Slow,1861091,1.78
San Cisco,Gracetown,Mistakes,1869598,1.79
San Cisco,Gracetown,About You,23574079,22.52
San Cisco,Gracetown,Skool,2008011,1.92
San Cisco,Gracetown,Just for a Minute,1783679,1.7
Smallpools,Cameras & Coastlines & Covers,Cameras & Coastlines,1741307,52.68
Smallpools,Cameras & Coastlines & Covers,West Coast,394445,11.93
Smallpools,Cameras & Coastlines & Covers,Island in the Sun,545967,16.52
Smallpools,Cameras & Coastlines & Covers,Photograph,10910,0.33
Smallpools,Cameras & Coastlines & Covers,If I Could Turn Back Time,115458,3.49
Smallpools,Cameras & Coastlines & Covers,All Shook Up,7362,0.22
Smallpools,Cameras & Coastlines & Covers,"Tonight, Tonight",168779,5.11
Smallpools,Cameras & Coastlines & Covers,Waterloo Sunset,6440,0.19
Smallpools,Cameras & Coastlines & Covers,West Coast (I'm in Love),314640,9.52
Smallpools,LIFE IN A SIMULATION,Simulation,1799187,15.57
Smallpools,LIFE IN A SIMULATION,Life of the Party,1729156,14.96
Smallpools,LIFE IN A SIMULATION,Ancient History,1220540,10.56
Smallpools,LIFE IN A SIMULATION,Before the Sun Rises,524260,4.54
Smallpools,LIFE IN A SIMULATION,Science Fiction,1317887,11.4
Smallpools,LIFE IN A SIMULATION,Changing,225962,1.95
Smallpools,LIFE IN A SIMULATION,Slowdown,2312965,20.01
Smallpools,LIFE IN A SIMULATION,Cycle,1603697,13.87
Smallpools,LIFE IN A SIMULATION,Time,171879,1.49
Smallpools,LIFE IN A SIMULATION,Migraine,652654,5.65
Smallpools,LOVETAP!,American Love,10726360,5.13
Smallpools,LOVETAP!,Killer Whales,24496393,11.71
Smallpools,LOVETAP!,Dreaming,100616994,48.08
Smallpools,LOVETAP!,Karaoke,6215491,2.97
Smallpools,LOVETAP!,Street Fight,17829005,8.52
Smallpools,LOVETAP!,Mason Jar,10944498,5.23
Smallpools,LOVETAP!,Over & Over,20257332,9.68
Smallpools,LOVETAP!,Lovetap!,3283665,1.57
Smallpools,LOVETAP!,What's That A Picture Of?,1286978,0.62
Smallpools,LOVETAP!,Dyin' to Live,4539298,2.17
Smallpools,LOVETAP!,Admission To Your Party,1527871,0.73
Smallpools,LOVETAP!,9 to 5,1057582,0.51
Smallpools,LOVETAP!,No Story Time,5431715,2.6
Smallpools,LOVETAP!,(Submarine),1039143,0.5
Soccer Mommy,"Sometimes, Forever",Bones,2582132,13.49
Soccer Mommy,"Sometimes, Forever",With U,1059765,5.54
Soccer Mommy,"Sometimes, Forever",Unholy Affliction,1111746,5.81
Soccer Mommy,"Sometimes, Forever",Shotgun,8040056,42.0
Soccer Mommy,"Sometimes, Forever",newdemo,882764,4.61
Soccer Mommy,"Sometimes, Forever",Darkness Forever,722543,3.77
Soccer Mommy,"Sometimes, Forever",Don't Ask Me,648012,3.39
Soccer Mommy,"Sometimes, Forever",Fire In The Driveway,569995,2.98
Soccer Mommy,"Sometimes, Forever",Following Eyes,492319,2.57
Soccer Mommy,"Sometimes, Forever",Feel It All The Time,2479572,12.95
Soccer Mommy,"Sometimes, Forever",Still,554355,2.9
The Academic,Sitting Pretty,Pushing Up Daisies,408710,11.57
The Academic,Sitting Pretty,Don't Take It Personally,865971,24.51
The Academic,Sitting Pretty,What's Wrong With Me,449712,12.73
The Academic,Sitting Pretty,My Very Best,676677,19.16
The Academic,Sitting Pretty,This Is Your Life,87603,2.48
The Academic,Sitting Pretty,Homesick,415773,11.77
The Academic,Sitting Pretty,Heartbreak's Where It's At,101659,2.88
The Academic,Sitting Pretty,Do What You Want,71033,2.01
The Academic,Sitting Pretty,Step My Way,80905,2.29
The Academic,Sitting Pretty,Let Go Of My Heart,89334,2.53
The Academic,Sitting Pretty,Right Where You Left Me,156477,4.43
The Academic,Sitting Pretty,Rain,54983,1.56
The Academic,Sitting Pretty,Buying Smokes,73637,2.08
The Regrettes,Further Joy,Anxieties (Out of Time),1297679,4.0
The Regrettes,Further Joy,Monday,8464245,26.09
The Regrettes,Further Joy,That's What Makes Me Love You,2968123,9.15
The Regrettes,Further Joy,Barely on My Mind,12513907,38.57
The Regrettes,Further Joy,Subtleties (Never Giving Up On You),518310,1.6
The Regrettes,Further Joy,La Di Da,548063,1.69
The Regrettes,Further Joy,Homesick,489526,1.51
The Regrettes,Further Joy,Better Now,515558,1.59
The Regrettes,Further Joy,Rosy,559617,1.72
The Regrettes,Further Joy,You're So Fucking Pretty,3043430,9.38
The Regrettes,Further Joy,Step 9,385968,1.19
The Regrettes,Further Joy,Nowhere,463477,1.43
The Regrettes,Further Joy,Show Me You Want Me,674041,2.08
The Regrettes,How Do You Love?,Are You in Love? (Intro),2150078,3.32
The Regrettes,How Do You Love?,California Friends,13724071,21.22
The Regrettes,How Do You Love?,I Dare You,14070075,21.76
The Regrettes,How Do You Love?,Coloring Book,1491341,2.31
The Regrettes,How Do You Love?,Fog,1668939,2.58
The Regrettes,How Do You Love?,Pumpkin,19922459,30.81
The Regrettes,How Do You Love?,Stop and Go,1407011,2.18
The Regrettes,How Do You Love?,Dress Up,2921564,4.52
The Regrettes,How Do You Love?,Dead Wrong,1012606,1.57
The Regrettes,How Do You Love?,More than a Month,1127424,1.74
The Regrettes,How Do You Love?,Go Love You,916591,1.42
The Regrettes,How Do You Love?,Here You Go,903937,1.4
The Regrettes,How Do You Love?,The Game,875561,1.35
The Regrettes,How Do You Love?,Has It Hit You?,1380295,2.13
The Regrettes,How Do You Love?,How Do You Love?,1092833,1.69
The Regrettes,Feel Your Feelings Fool!,I Don't Like You,1570640,3.52
The Regrettes,Feel Your Feelings Fool!,A Living Human Girl,4058925,9.09
The Regrettes,Feel Your Feelings Fool!,Hey Now,5221631,11.7
The Regrettes,Feel Your Feelings Fool!,Hot,2022042,4.53
The Regrettes,Feel Your Feelings Fool!,Seashore,18140820,40.64
The Regrettes,Feel Your Feelings Fool!,Juicebox Baby,1600059,3.58
The Regrettes,Feel Your Feelings Fool!,'Til Tomorrow,1001015,2.24
The Regrettes,Feel Your Feelings Fool!,Pale Skin,1022701,2.29
The Regrettes,Feel Your Feelings Fool!,Lacy Loo,2448047,5.48
The Regrettes,Feel Your Feelings Fool!,Head in the Clouds,1072688,2.4
The Regrettes,Feel Your Feelings Fool!,How It Should Be,882077,1.98
The Regrettes,Feel Your Feelings Fool!,Picture Perfect,1600793,3.59
The Regrettes,Feel Your Feelings Fool!,Bronze,814056,1.82
The Regrettes,Feel Your Feelings Fool!,Ladylike / WHATTA BITCH,2335797,5.23
The Regrettes,Feel Your Feelings Fool!,You Won't Do,842429,1.89
The Wrecks,Sonder,Sonder,2963254,13.97
The Wrecks,Sonder,I Love This Part,4998393,23.57
The Wrecks,Sonder,Where Are You Now? (feat. girlhouse),3778257,17.81
The Wrecks,Sonder,Don't Be Scared,643055,3.03
The Wrecks,Sonder,Unholy,1434470,6.76
The Wrecks,Sonder,Dystopia,693527,3.27
The Wrecks,Sonder,Unrequited,599255,2.83
The Wrecks,Sonder,No Place I'd Rather Be,987626,4.66
The Wrecks,Sonder,Ugly Side,717754,3.38
The Wrecks,Sonder,Normal,1001217,4.72
The Wrecks,Sonder,Lone Survivor,3393727,16.0
The Wrecks,Infinitely Ordinary,Freaking Out,19896427,20.2
The Wrecks,Infinitely Ordinary,Feels So Nice,3533252,3.59
The Wrecks,Infinitely Ordinary,Out Of Style,12581471,12.78
The Wrecks,Infinitely Ordinary,Fvck Somebody,39852092,40.47
The Wrecks,Infinitely Ordinary,Four,1655086,1.68
The Wrecks,Infinitely Ordinary,We All Get Lonely,2778861,2.82
The Wrecks,Infinitely Ordinary,This Life I Have,6365004,6.46
The Wrecks,Infinitely Ordinary,Infinitely Ordinary,11812623,12.0
Vistas,What Were You Hoping to Find?,What Were You Hoping to Find?,1619329,18.37
Vistas,What Were You Hoping to Find?,Start Again,1566704,17.78
Vistas,What Were You Hoping to Find?,Dayglow,3076907,34.91
Vistas,What Were You Hoping to Find?,Young Forever,506454,5.75
Vistas,What Were You Hoping to Find?,Stuck in Your Head,733520,8.32
Vistas,What Were You Hoping to Find?,Brand New,393986,4.47
Vistas,What Were You Hoping to Find?,Feels Like Falling,159312,1.81
Vistas,What Were You Hoping to Find?,Upside,169772,1.93
Vistas,What Were You Hoping to Find?,This Information,158907,1.8
Vistas,What Were You Hoping to Find?,Tied Up,144499,1.64
Vistas,What Were You Hoping to Find?,Some Are Not Meant to Belong,151166,1.72
Vistas,What Were You Hoping to Find?,The Love That You Leave Behind,132221,1.5
Vistas,Everything Changes in the End,Intro,180514,0.72
Vistas,Everything Changes in the End,Everything Changes in the End,3727928,14.95
Vistas,Everything Changes in the End,Teenage Blues,3253142,13.04
Vistas,Everything Changes in the End,15 Years,7718306,30.95
Vistas,Everything Changes in the End,Sucker,1652772,6.63
Vistas,Everything Changes in the End,Summer,1131405,4.54
Vistas,Everything Changes in the End,Tigerblood,399962,1.6
Vistas,Everything Changes in the End,The Love You Give,4539820,18.2
Vistas,Everything Changes in the End,Shout,369845,1.48
Vistas,Everything Changes in the End,You and Me,291599,1.17
Vistas,Everything Changes in the End,Sentimental,368547,1.48
Vistas,Everything Changes in the End,Retrospect,948662,3.8
Vistas,Everything Changes in the End,November,356192,1.43
Wallows,Tell Me That It's Over,Hard to Believe,7612611,7.62
Wallows,Tell Me That It's Over,I Don't Want to Talk,30031480,30.06
Wallows,Tell Me That It's Over,Especially You,12476468,12.49
Wallows,Tell Me That It's Over,At the End of the Day,12082672,12.1
Wallows,Tell Me That It's Over,Marvelous,13716792,13.73
Wallows,Tell Me That It's Over,Permanent Price,2845155,2.85
Wallows,Tell Me That It's Over,Missing Out,3066419,3.07
Wallows,Tell Me That It's Over,Hurts Me,5115390,5.12
Wallows,Tell Me That It's Over,That's What I Get,2962073,2.97
Wallows,Tell Me That It's Over,Guitar Romantic Search Adventure,9979927,9.99
